iris.csv,2,0,0,"(0.94, 0.941050931087163, 0.94, 0.9399278942346169)"
iris.csv,2,1,2,"(0.37333333333333335, 0.4490740740740741, 0.37333333333333335, 0.24324987727049577)"
iris.csv,2,1,3,"(0.7733333333333333, 0.765546152283853, 0.7733333333333334, 0.7628041711375044)"
iris.csv,2,1,4,"(0.9666666666666667, 0.9678893637226971, 0.9666666666666666, 0.9666372959440186)"
iris.csv,2,1,5,"(0.8866666666666667, 0.8975191223832528, 0.8866666666666667, 0.8856268765234494)"
iris.csv,2,1,6,"(0.9199999999999999, 0.9199999999999999, 0.9199999999999999, 0.9199999999999999)"
iris.csv,2,1,7,"(0.9466666666666667, 0.9475684380032207, 0.9466666666666667, 0.9466239316239315)"
iris.csv,2,1,8,"(0.88, 0.8877419354838709, 0.8799999999999999, 0.8794155844155844)"
iris.csv,2,1,9,"(0.9333333333333333, 0.9353216228216228, 0.9333333333333333, 0.9331567231469062)"
iris.csv,2,1,10,"(0.92, 0.9208158883521202, 0.9199999999999999, 0.9199358974358973)"
iris.csv,2,1,15,"(0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333)"
iris.csv,2,1,20,"(0.94, 0.9401012634708288, 0.94, 0.9395508203281312)"
iris.csv,2,3,2,"(0.5866666666666667, 0.43150522317188983, 0.5866666666666667, 0.48230053855361177)"
iris.csv,2,3,3,"(0.7866666666666666, 0.8428978428978429, 0.7866666666666666, 0.7625940293584138)"
iris.csv,2,3,4,"(0.7466666666666666, 0.7580191050779286, 0.7466666666666667, 0.7361602860794311)"
iris.csv,2,3,5,"(0.86, 0.8631149097815765, 0.8599999999999999, 0.8568641802685188)"
iris.csv,2,3,6,"(0.8466666666666667, 0.845137451115712, 0.8466666666666667, 0.8447020559554251)"
iris.csv,2,3,7,"(0.8733333333333333, 0.8709307359307359, 0.8733333333333333, 0.8711334136223738)"
iris.csv,2,3,8,"(0.8466666666666667, 0.8533523642219294, 0.8466666666666667, 0.8464127415908174)"
iris.csv,2,3,9,"(0.9066666666666667, 0.9073992673992675, 0.9066666666666667, 0.9055315886267004)"
iris.csv,2,3,10,"(0.8866666666666667, 0.8873504273504274, 0.8866666666666666, 0.8867707082833133)"
iris.csv,2,3,15,"(0.9199999999999999, 0.9214541014541013, 0.9199999999999999, 0.9195566164375559)"
iris.csv,2,3,20,"(0.9266666666666666, 0.9284199134199134, 0.9266666666666667, 0.9264980596815202)"
iris.csv,2,2,2,"(0.6333333333333333, 0.5638596592107028, 0.6333333333333333, 0.5820582992435497)"
iris.csv,2,2,3,"(0.7333333333333333, 0.793528306319004, 0.7333333333333334, 0.7302084410841045)"
iris.csv,2,2,4,"(0.9266666666666667, 0.92726413146703, 0.9266666666666665, 0.9263485137644801)"
iris.csv,2,2,5,"(0.86, 0.8646793819207612, 0.8599999999999999, 0.8581399685326079)"
iris.csv,2,2,6,"(0.9133333333333333, 0.9143415293777613, 0.9133333333333333, 0.9132505566329095)"
iris.csv,2,2,7,"(0.88, 0.8783028083028084, 0.88, 0.8775319545373523)"
iris.csv,2,2,8,"(0.8999999999999999, 0.8999508650233288, 0.8999999999999999, 0.8991126194067369)"
iris.csv,2,2,9,"(0.9, 0.9002386502386502, 0.8999999999999999, 0.8977721594579624)"
iris.csv,2,2,10,"(0.8866666666666667, 0.8896824865215669, 0.8866666666666667, 0.8848978483313069)"
iris.csv,2,2,15,"(0.8666666666666667, 0.8659220918641208, 0.8666666666666666, 0.8650320060293106)"
iris.csv,2,2,20,"(0.8933333333333333, 0.8939122176803338, 0.8933333333333333, 0.8930101784303465)"
iris.csv,3,0,0,"(0.9342320261437909, 0.9361053778236442, 0.9342320261437909, 0.9341061666330485)"
iris.csv,3,1,2,"(0.37336601307189543, 0.44911030595813206, 0.37336601307189543, 0.24222244169283166)"
iris.csv,3,1,3,"(0.7745098039215687, 0.7673864796671813, 0.7745098039215687, 0.7613481019723977)"
iris.csv,3,1,4,"(0.9738562091503268, 0.9771604938271605, 0.9738562091503268, 0.9736966962773415)"
iris.csv,3,1,5,"(0.8872549019607843, 0.8965303215303214, 0.8872549019607843, 0.8860518299114791)"
iris.csv,3,1,6,"(0.9276960784313726, 0.9286492374727668, 0.9276960784313726, 0.9276327018262503)"
iris.csv,3,1,7,"(0.9607843137254902, 0.9614197530864198, 0.9607843137254902, 0.9607503607503608)"
iris.csv,3,1,8,"(0.8941993464052288, 0.9038033116980485, 0.8941993464052288, 0.893105228975494)"
iris.csv,3,1,9,"(0.9407679738562091, 0.9423689943813782, 0.9407679738562091, 0.9406704084914078)"
iris.csv,3,1,10,"(0.9407679738562091, 0.9417665214233842, 0.9407679738562091, 0.9407159149094634)"
iris.csv,3,1,15,"(0.9407679738562091, 0.9440151986720614, 0.9407679738562091, 0.9404877856490761)"
iris.csv,3,1,20,"(0.9276960784313726, 0.9275599128540305, 0.9276960784313725, 0.9270724777366145)"
iris.csv,3,3,2,"(0.5543300653594772, 0.3963710725204978, 0.5543300653594772, 0.45034616829565843)"
iris.csv,3,3,3,"(0.761029411764706, 0.7274086327849769, 0.761029411764706, 0.7068445244801834)"
iris.csv,3,3,4,"(0.7683823529411765, 0.786207451311174, 0.7683823529411765, 0.7554359143150612)"
iris.csv,3,3,5,"(0.9276960784313725, 0.9308947750640217, 0.9276960784313725, 0.9281880923326211)"
iris.csv,3,3,6,"(0.9011437908496732, 0.9066604419545596, 0.9011437908496732, 0.9006351767499775)"
iris.csv,3,3,7,"(0.8946078431372549, 0.8929155677865688, 0.8946078431372549, 0.8929351875430308)"
iris.csv,3,3,8,"(0.920751633986928, 0.9250850437640943, 0.920751633986928, 0.9211959699704798)"
iris.csv,3,3,9,"(0.9011437908496732, 0.9034093949470625, 0.9011437908496732, 0.900594766526139)"
iris.csv,3,3,10,"(0.920751633986928, 0.9265084951359461, 0.920751633986928, 0.9201467721591561)"
iris.csv,3,3,15,"(0.9072712418300654, 0.9131128474781725, 0.9072712418300654, 0.9068895424724515)"
iris.csv,3,3,20,"(0.9346405228758169, 0.9370590828924162, 0.9346405228758169, 0.9342645536193923)"
iris.csv,3,2,2,"(0.6756535947712418, 0.7313961426864654, 0.6756535947712418, 0.6665774657441323)"
iris.csv,3,2,3,"(0.7532679738562091, 0.7943833943833943, 0.7532679738562091, 0.7435841967251134)"
iris.csv,3,2,4,"(0.9146241830065359, 0.9166122004357299, 0.9146241830065359, 0.9147058138993623)"
iris.csv,3,2,5,"(0.8345588235294118, 0.8355313245406125, 0.8345588235294118, 0.8312917839897708)"
iris.csv,3,2,6,"(0.8876633986928105, 0.8954094638305164, 0.8876633986928105, 0.8866086432556486)"
iris.csv,3,2,7,"(0.9011437908496732, 0.9105976544573036, 0.9011437908496732, 0.9011725474960769)"
iris.csv,3,2,8,"(0.9003267973856208, 0.902896538732452, 0.9003267973856208, 0.8995106405764216)"
iris.csv,3,2,9,"(0.9142156862745098, 0.9146060275962237, 0.9142156862745098, 0.9135153377088862)"
iris.csv,3,2,10,"(0.8946078431372549, 0.8984055580546809, 0.8946078431372549, 0.8928467683369644)"
iris.csv,3,2,15,"(0.9138071895424836, 0.9147421931735656, 0.9138071895424836, 0.9130998358939536)"
iris.csv,3,2,20,"(0.9411764705882352, 0.9453447333349295, 0.9411764705882352, 0.9404223571406235)"
iris.csv,5,0,0,"(0.9533333333333334, 0.9583838383838383, 0.9533333333333331, 0.9530472646262119)"
iris.csv,5,1,2,"(0.3733333333333333, 0.31593383202578607, 0.3733333333333333, 0.2370911213016476)"
iris.csv,5,1,3,"(0.7733333333333333, 0.7713362563362562, 0.7733333333333333, 0.7622443525176059)"
iris.csv,5,1,4,"(0.9733333333333334, 0.9767676767676768, 0.9733333333333334, 0.973165236323131)"
iris.csv,5,1,5,"(0.8733333333333334, 0.8842870092870093, 0.8733333333333333, 0.8713446407617897)"
iris.csv,5,1,6,"(0.9199999999999999, 0.9248316498316498, 0.9199999999999999, 0.9194957089693933)"
iris.csv,5,1,7,"(0.9600000000000002, 0.9622895622895623, 0.9600000000000002, 0.9598997493734336)"
iris.csv,5,1,8,"(0.8800000000000001, 0.8867983867983869, 0.8800000000000001, 0.878914263622838)"
iris.csv,5,1,9,"(0.9400000000000001, 0.9467171717171718, 0.9399999999999998, 0.9394445710235184)"
iris.csv,5,1,10,"(0.9533333333333334, 0.9539393939393939, 0.9533333333333331, 0.9533166248955721)"
iris.csv,5,1,15,"(0.9466666666666667, 0.9554978354978354, 0.9466666666666667, 0.9455221386800334)"
iris.csv,5,1,20,"(0.9400000000000001, 0.9456928256928256, 0.9399999999999998, 0.9394728081926896)"
iris.csv,5,3,2,"(0.52, 0.36029596764890887, 0.5199999999999999, 0.4147434208167211)"
iris.csv,5,3,3,"(0.7733333333333332, 0.8238830613830613, 0.7733333333333332, 0.7427928593145984)"
iris.csv,5,3,4,"(0.7, 0.7255054749172396, 0.7, 0.6530693997360665)"
iris.csv,5,3,5,"(0.9199999999999999, 0.9307840307840308, 0.9199999999999999, 0.9190438216754007)"
iris.csv,5,3,6,"(0.9066666666666666, 0.9113131313131312, 0.9066666666666666, 0.905226762688063)"
iris.csv,5,3,7,"(0.9133333333333333, 0.918905723905724, 0.9133333333333333, 0.9124558871927293)"
iris.csv,5,3,8,"(0.8866666666666667, 0.8957335257335256, 0.8866666666666667, 0.8861269930619777)"
iris.csv,5,3,9,"(0.9333333333333333, 0.9397306397306397, 0.9333333333333332, 0.9325839852155642)"
iris.csv,5,3,10,"(0.9199999999999999, 0.9307840307840308, 0.9199999999999999, 0.9186539581276424)"
iris.csv,5,3,15,"(0.9333333333333333, 0.9367676767676768, 0.9333333333333332, 0.933165236323131)"
iris.csv,5,3,20,"(0.9333333333333333, 0.942029822029822, 0.9333333333333332, 0.932155388471178)"
iris.csv,5,2,2,"(0.7000000000000001, 0.7380718954248366, 0.7000000000000001, 0.6826077567656517)"
iris.csv,5,2,3,"(0.7866666666666666, 0.8374789915966385, 0.7866666666666666, 0.7777365401101212)"
iris.csv,5,2,4,"(0.8933333333333333, 0.9016498316498316, 0.8933333333333333, 0.8941879952406268)"
iris.csv,5,2,5,"(0.8466666666666667, 0.857922077922078, 0.8466666666666667, 0.8442603984709247)"
iris.csv,5,2,6,"(0.8733333333333334, 0.8958823529411765, 0.8733333333333334, 0.8700971283427424)"
iris.csv,5,2,7,"(0.8733333333333334, 0.8799633699633699, 0.8733333333333334, 0.8720273493675027)"
iris.csv,5,2,8,"(0.8933333333333333, 0.9025110075110074, 0.8933333333333333, 0.8914276358441118)"
iris.csv,5,2,9,"(0.9266666666666667, 0.9340909090909092, 0.9266666666666665, 0.9253993569783041)"
iris.csv,5,2,10,"(0.9199999999999999, 0.9263107263107262, 0.9199999999999999, 0.9189886480908154)"
iris.csv,5,2,15,"(0.9133333333333333, 0.9247234247234246, 0.9133333333333333, 0.9119705830232145)"
iris.csv,5,2,20,"(0.9133333333333333, 0.9172558922558922, 0.9133333333333333, 0.912235133287765)"
iris.csv,10,0,0,"(0.9533333333333334, 0.9626984126984126, 0.9533333333333334, 0.9524410774410775)"
iris.csv,10,1,2,"(0.37333333333333335, 0.24945054945054945, 0.37333333333333335, 0.23244221665274295)"
iris.csv,10,1,3,"(0.7733333333333334, 0.7781349206349206, 0.7733333333333334, 0.7602014652014653)"
iris.csv,10,1,4,"(0.9733333333333334, 0.9777777777777779, 0.9733333333333333, 0.973063973063973)"
iris.csv,10,1,5,"(0.8666666666666666, 0.8750793650793651, 0.8666666666666666, 0.8615012765012766)"
iris.csv,10,1,6,"(0.9333333333333333, 0.9372222222222222, 0.9333333333333332, 0.9329292929292929)"
iris.csv,10,1,7,"(0.9666666666666666, 0.9722222222222223, 0.9666666666666666, 0.9663299663299663)"
iris.csv,10,1,8,"(0.8800000000000001, 0.8957539682539682, 0.8800000000000001, 0.8768603618603619)"
iris.csv,10,1,9,"(0.9400000000000001, 0.950952380952381, 0.9400000000000001, 0.9386868686868688)"
iris.csv,10,1,10,"(0.9533333333333334, 0.9566666666666667, 0.9533333333333334, 0.953131313131313)"
iris.csv,10,1,15,"(0.9400000000000001, 0.9547619047619047, 0.9400000000000001, 0.9381313131313131)"
iris.csv,10,1,20,"(0.9466666666666667, 0.9549206349206351, 0.9466666666666667, 0.9458417508417508)"
iris.csv,10,3,2,"(0.5199999999999999, 0.35990324490324493, 0.5199999999999999, 0.4120173345173345)"
iris.csv,10,3,3,"(0.78, 0.8425264550264551, 0.78, 0.7486457986457986)"
iris.csv,10,3,4,"(0.7133333333333333, 0.727989417989418, 0.7133333333333333, 0.6745391645391645)"
iris.csv,10,3,5,"(0.8666666666666668, 0.8871428571428572, 0.8666666666666666, 0.8606230806230805)"
iris.csv,10,3,6,"(0.9066666666666666, 0.9143650793650794, 0.9066666666666666, 0.9041077441077441)"
iris.csv,10,3,7,"(0.8800000000000001, 0.8942857142857144, 0.8800000000000001, 0.8752260702260702)"
iris.csv,10,3,8,"(0.8933333333333333, 0.9096428571428572, 0.8933333333333333, 0.8910017760017761)"
iris.csv,10,3,9,"(0.9133333333333333, 0.9280952380952382, 0.9133333333333333, 0.9114646464646465)"
iris.csv,10,3,10,"(0.9199999999999999, 0.9315079365079365, 0.9199999999999999, 0.9184848484848483)"
iris.csv,10,3,15,"(0.9466666666666667, 0.954920634920635, 0.9466666666666667, 0.9458417508417508)"
iris.csv,10,3,20,"(0.9266666666666667, 0.937063492063492, 0.9266666666666665, 0.9252188552188553)"
iris.csv,10,2,2,"(0.6866666666666666, 0.7351899951899953, 0.6866666666666666, 0.6661544011544012)"
iris.csv,10,2,3,"(0.74, 0.756111111111111, 0.74, 0.7184006734006734)"
iris.csv,10,2,4,"(0.9, 0.9186507936507937, 0.9, 0.8941558441558441)"
iris.csv,10,2,5,"(0.8400000000000001, 0.863915343915344, 0.8400000000000001, 0.8321933621933623)"
iris.csv,10,2,6,"(0.9199999999999999, 0.9330555555555555, 0.9199999999999999, 0.919933954933955)"
iris.csv,10,2,7,"(0.8800000000000001, 0.906058201058201, 0.8800000000000001, 0.8784728234728234)"
iris.csv,10,2,8,"(0.8933333333333333, 0.9010317460317461, 0.8933333333333333, 0.8913636363636364)"
iris.csv,10,2,9,"(0.9200000000000002, 0.9266666666666667, 0.9199999999999999, 0.9195959595959596)"
iris.csv,10,2,10,"(0.9, 0.906031746031746, 0.9, 0.8971212121212121)"
iris.csv,10,2,15,"(0.9400000000000001, 0.9500000000000002, 0.9399999999999998, 0.9393939393939392)"
iris.csv,10,2,20,"(0.9199999999999999, 0.9238888888888889, 0.9199999999999999, 0.9195959595959596)"
